course_code,exam_type,start_time,end_time,location
VID-6082,Hjemmeeksamen,2024-12-13 14:00:00,,N/A
VID-6083,Hjemmeeksamen,2025-06-06 14:00:00,,N/A
VID-6088,Hjemmeeksamen,2024-12-10 09:00:00,2024-12-13 13:00:00,N/A
VID-6089,Hjemmeeksamen,2025-05-05 09:00:00,2025-05-09 14:00:00,N/A
VID-6110,Praktisk_eksamen,2024-12-12 00:00:00,2024-12-13 00:00:00,N/A
VID-6114,Praktisk_eksamen,2024-11-27 00:00:00,2024-11-28 00:00:00,N/A
VID-6118,Muntlig_eksamen,2024-11-29 00:00:00,2024-11-29 00:00:00,N/A
VID-6119,Hjemmeeksamen,2025-05-06 09:00:00,2025-05-09 13:00:00,N/A
Course Code,Exam_Type,,,Room Info
BED-1002,Skriftlig_skoleeksamen,2025-05-14 09:00:00,,"(HARSTAD): Havnegata 5-7 – 112 Undervisningsrom 2
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
BED-1002NETT,Hjemmeeksamen,2025-05-14 09:00:00,2025-05-14 13:00:00,N/A
BED-1004,Skriftlig_skoleeksamen,2024-11-26 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
(HARSTAD): Havnegata 5-7 – Grupperom 218
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(NARVIK): E-Fløyen – E2430, Seminarrom"
BED-1004NETT,Oppgave,2024-11-26 14:00:00,,N/A
BED-1007,Skriftlig_skoleeksamen,2024-12-02 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
(HARSTAD): Havnegata 5-7 – Grupperom 218
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(HARSTAD): Havnegata 5-7 – Undervisningsrom 9"
BED-1007NETT,Skriftlig_skoleeksamen_-_Finnsnes,2024-12-02 09:00:00,,Studiesenteret Midt-Troms – Rom 258 Finnsnes
BED-1007NETT,Skriftlig_skoleeksamen_-_Oslo,2024-12-02 09:00:00,,N/A
BED-1007NETT,Skriftlig_skoleeksamen,2024-12-02 09:00:00,,"(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)
(NARVIK): E-Fløyen – E2461, Undervisningsrom
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom"
BED-1007NETT,Skriftlig_skoleeksamen_-_Storslett,2024-12-02 09:00:00,,N/A
BED-1009,Oppgave,2024-12-13 14:00:00,,N/A
BED-1009NETT,Oppgave,2024-12-13 14:00:00,,N/A
BED-1013,Hjemmeeksamen,2024-11-22 09:00:00,2024-11-22 13:00:00,N/A
BED-1013NETT,Hjemmeeksamen,2024-11-22 09:00:00,2024-11-22 13:00:00,N/A
BED-2003,Oppgave,2025-05-02 14:00:00,,N/A
BED-2003NETT,Oppgave,2025-05-02 14:00:00,,N/A
BED-2010NETT,Skriftlig_skoleeksamen,2024-12-13 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(NARVIK): E-Fløyen – E1460, Seminarrom
Finnsnes – Finnsnes
(KIRKENES): UiT i Kirkenes – 402 Seminarrom"
BED-2011,Skriftlig_skoleeksamen,2024-11-29 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(NARVIK): E-Fløyen – E1540, Seminarrom"
BED-2011NETT,Skriftlig_skoleeksamen,2024-11-29 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 7
(NARVIK): E-Fløyen – E1540, Seminarrom
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom"
BED-2011NETT,Skriftlig_skoleeksamen_-_Storslett,2024-11-29 09:00:00,,N/A
BED-2011NETT,Skriftlig_skoleeksamen_-_Finnsnes,2024-11-29 09:00:00,,Studiesenteret Midt-Troms – Rom 258 Finnsnes
BED-2011NETT,Skriftlig_skoleeksamen_-_Oslo,2024-11-29 09:00:00,,N/A
BED-2012,Skriftlig_skoleeksamen,2024-11-29 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(NARVIK): E-Fløyen – E1540, Seminarrom"
BED-2019,Hjemmeeksamen,2025-05-09 09:00:00,2025-05-09 13:00:00,N/A
BED-2019NETT,Hjemmeeksamen,2025-05-09 09:00:00,2025-05-09 13:00:00,N/A
BED-2020,Skriftlig_skoleeksamen,2024-12-04 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom"
BED-2020NETT,Skriftlig_skoleeksamen,2024-12-04 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
(HARSTAD): Havnegata 5-7 – Undervisningsrom 7
(HARSTAD): Havnegata 5-7 – Undervisningsrom 9
(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E1540, Seminarrom
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom"
BED-2020NETT,Skriftlig_skoleeksamen_-_Storslett,2024-12-04 09:00:00,,N/A
BED-2020NETT,Skriftlig_skoleeksamen_-_Finnsnes,2024-12-04 09:00:00,,Studiesenteret Midt-Troms – Rom 258 Finnsnes
BED-2020NETT,Skriftlig_skoleeksamen_-_Oslo,2024-12-04 09:00:00,,N/A
BED-2021NETT,Skriftlig_skoleeksamen,2025-06-05 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(HARSTAD): Havnegata 5-7 – Undervisningsrom 7
Studiesenteret Midt-Troms – Rom 258 Finnsnes
Studiesenteret Midt-Troms – Rom 259 Finnsnes
(NARVIK): E-Fløyen – E2463, Undervisningsrom"
BED-2022NETT,Skriftlig_skoleeksamen,2024-12-10 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(HARSTAD): Havnegata 5-7 – Undervisningsrom 9
(NARVIK): E-Fløyen – E1540, Seminarrom
Finnsnes – Finnsnes
(KIRKENES): UiT i Kirkenes – 402 Seminarrom"
BED-2022NETT,Skriftlig_skoleeksamen_-_Oslo,2024-12-10 09:00:00,,N/A
BED-2022NETT,Skriftlig_skoleeksamen_-_Storslett,2024-12-10 09:00:00,,N/A
BED-2023NETT,Hjemmeeksamen,2025-05-15 09:00:00,2025-05-15 15:00:00,N/A
BED-2024NETT,Skriftlig_skoleeksamen,2025-05-27 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(NARVIK): E-Fløyen – E2463, Undervisningsrom"
BED-2025NETT,Skriftlig_skoleeksamen,2024-11-25 09:00:00,,"(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(TROMSO): Teorifagbygget hus 3 – Rom 3.203, bibliotek (Tromsø)
(TROMSO): Teorifagbygget hus 4 – Rom 4.248, leserom (Tromsø)
(NARVIK): E-Fløyen – E2550 Klasserom
Finnsnes – Finnsnes
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom"
BED-2029,Hjemmeeksamen,2024-12-09 09:00:00,2024-12-09 14:00:00,N/A
BED-2029NETT,Hjemmeeksamen,2024-12-09 09:00:00,2024-12-09 14:00:00,N/A
BED-2032,Assignment,2025-05-20 14:00:00,,N/A
BED-2032NETT,Assignment,2025-05-20 14:00:00,,N/A
BED-2034NETT,Hjemmeeksamen,2024-12-02 09:00:00,2024-12-02 13:00:00,N/A
BED-2035,Off_campus_exam,2025-05-26 13:00:00,2025-05-28 13:00:00,N/A
BED-2043NETT,Oppgave,2025-05-30 14:00:00,,N/A
BED-2046,Oppgave,2025-05-28 14:00:00,,N/A
BED-2046,Skriftlig_skoleeksamen,2025-06-11 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(HARSTAD): Havnegata 5-7 – Undervisningsrom 1"
BED-2048NETT,Hjemmeeksamen,2024-11-26 09:00:00,2024-11-26 13:00:00,N/A
BED-2049,Oppgave,2025-05-16 14:00:00,,N/A
BED-2052,Skriftlig_skoleeksamen,2025-06-04 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BED-2052NETT,Oppgave,2024-12-16 14:00:00,,N/A
BED-2053,Oppgave,2025-05-02 14:00:00,,N/A
BED-2057,Hjemmeeksamen,2024-11-27 09:00:00,2024-11-29 13:00:00,N/A
BED-2058,Muntlig_eksamen,2024-12-02 00:00:00,2024-12-03 00:00:00,N/A
BED-2061NETT,Hjemmeeksamen,2025-06-04 09:00:00,2025-06-04 13:00:00,N/A
BED-2063,Off_campus_exam,2024-12-03 09:00:00,2024-12-10 14:00:00,N/A
BED-2108,Hjemmeeksamen,2024-12-03 09:00:00,2024-12-06 13:00:00,N/A
BED-2109,Muntlig_eksamen,2024-12-02 00:00:00,2024-12-04 00:00:00,N/A
BED-2112,Skriftlig_skoleeksamen,2024-11-21 09:00:00,,"(HARSTAD): Havnegata 5-7 – 112 Undervisningsrom 2
(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(NARVIK): E-Fløyen – E2430, Seminarrom
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
BED-2113,Skriftlig_skoleeksamen,2025-05-26 09:00:00,,(HARSTAD): Havnegata 5-7 – 112 Undervisningsrom 2
BED-2123,Skriftlig_skoleeksamen,2024-12-02 09:00:00,,"(HARSTAD): Havnegata 5-7 – Undervisningsrom 7
(HARSTAD): Havnegata 5-7 – Undervisningsrom 8"
BED-2125,Hjemmeeksamen,2024-12-05 09:00:00,2024-12-05 12:00:00,N/A
BED-2135,Mappevurdering,2024-11-27 14:00:00,,N/A
BED-2139,Mappevurdering,2025-05-30 14:00:00,,N/A
BED-2144,Off_campus_exam,2025-05-19 09:00:00,2025-05-23 14:00:00,N/A
BED-2149,Hjemmeeksamen,2024-12-09 12:00:00,2024-12-16 12:00:00,N/A
BED-2151NETT,Hjemmeeksamen,2025-05-15 09:00:00,2025-05-15 15:00:00,N/A
BED-2205,Oppgave,2025-06-02 14:00:00,,N/A
BED-2207,Oppgave,2025-06-02 14:00:00,,N/A
BED-2208,Assignment,2025-06-02 14:00:00,,N/A
BED-2209,Oppgave,2025-06-02 14:00:00,,N/A
BED-2210,Oppgave,2025-06-02 14:00:00,,N/A
BED-3003,Hjemmeeksamen,2024-12-02 13:00:00,2024-12-04 13:00:00,N/A
BED-3003,Oppgave,2024-12-16 14:00:00,,N/A
BED-3007H,Skriftlig_skoleeksamen,2024-12-11 09:00:00,,(HARSTAD): Havnegata 5-7 – Undervisningsrom 8
BED-3011H,Skriftlig_skoleeksamen,2024-11-21 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 8
(HARSTAD): Havnegata 5-7 – Undervisningsrom 9
(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(NARVIK): E-Fløyen – E2463, Undervisningsrom"
BED-3013H,Oppgave,2024-12-16 14:00:00,,N/A
BED-3043,Hjemmeeksamen,2024-11-18 09:00:00,2024-11-22 14:00:00,N/A
BED-3043,Skriftlig_skoleeksamen,2024-12-04 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BED-3044H,Skriftlig_skoleeksamen,2024-12-06 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 7
(HARSTAD): Havnegata 5-7 – Undervisningsrom 8
(NARVIK): E-Fløyen – E2430, Seminarrom
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom"
BED-3054H,Skriftlig_skoleeksamen,2025-05-27 09:00:00,,"(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
(HARSTAD): Havnegata 5-7 – 112 Undervisningsrom 2
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
Studiesenteret Midt-Troms – Rom 258 Finnsnes
(NARVIK): E-Fløyen – E2463, Undervisningsrom"
BED-3058H,Hjemmeeksamen,2024-12-02 09:00:00,2024-12-05 09:00:00,N/A
BED-3059,Oppgave,2025-04-25 14:00:00,,N/A
BED-3059,Skriftlig_skoleeksamen,2025-06-12 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
BED-3065,Oppgave,2025-03-14 14:00:00,,N/A
BED-3065,Oppgave,2024-12-09 14:00:00,,N/A
BED-3065,Oppgave,2025-05-16 14:00:00,,N/A
BED-3067,Skriftlig_skoleeksamen,2025-05-26 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
BED-3070,Oppgave,2024-12-06 14:00:00,,N/A
BED-3071,Hjemmeeksamen,2024-11-15 09:00:00,2024-11-29 14:00:00,N/A
BED-3073,Oppgave,2024-12-16 14:00:00,,N/A
BED-3074,Skriftlig_skoleeksamen,2024-12-12 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
BED-3074,iKomp,2024-12-12 09:00:00,,N/A
BED-3077,Assignment,2024-12-02 14:00:00,,N/A
BED-3083,Oppgave,2025-06-04 14:00:00,,N/A
BED-3085,Hjemmeeksamen,2024-11-13 14:00:00,2024-11-27 14:00:00,N/A
BED-3086,Hjemmeeksamen,2025-05-19 09:00:00,2025-06-11 14:00:00,N/A
BED-3087,Muntlig_eksamen,2024-11-27 00:00:00,2024-11-28 00:00:00,N/A
BED-3088,Hjemmeeksamen,2025-04-24 09:00:00,2025-05-16 14:00:00,N/A
BED-3089,Hjemmeeksamen,2025-04-10 09:00:00,2025-05-09 14:00:00,N/A
BED-3090,Hjemmeeksamen,2024-11-27 09:00:00,2024-11-27 14:00:00,N/A
BED-3091,Hjemmeeksamen,2025-05-07 09:00:00,2025-05-07 14:00:00,N/A
BED-3093,Hjemmeeksamen,2024-12-04 09:00:00,2024-12-04 14:00:00,N/A
BED-3100,Hjemmeeksamen,2025-06-04 09:00:00,2025-06-04 15:00:00,N/A
BED-3107,Oppgave,2024-12-02 14:00:00,,N/A
BED-3108,Hjemmeeksamen,2025-03-14 09:00:00,2025-03-28 14:00:00,N/A
BED-3108,Hjemmeeksamen,2025-05-09 09:00:00,2025-05-23 14:00:00,N/A
BED-3111,Assignment,2024-12-13 14:00:00,,N/A
BED-3113,Oppgave,2025-05-19 14:00:00,,N/A
BED-3114,Muntlig_eksamen,2025-04-08 08:30:00,,N/A
BED-3114,Oppgave,2025-04-11 14:00:00,,N/A
BED-3114,Oppgave,2025-05-23 14:00:00,,N/A
BED-3115,Hjemmeeksamen,2025-04-24 09:00:00,2025-05-16 14:00:00,N/A
BED-3115,Skriftlig_skoleeksamen,2025-06-02 09:00:00,,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
BED-3901,Oppgave,2025-06-02 14:00:00,,N/A
BED-3901H,Oppgave,2024-12-02 14:00:00,,N/A
BED-3901H,Oppgave,2025-06-02 14:00:00,,N/A
BED-3902,Oppgave,2025-06-02 14:00:00,,N/A
BED-3906,Oppgave,2025-06-02 14:00:00,,N/A
BED-3907,Oppgave,2024-12-02 14:00:00,,N/A
BED-3907,Oppgave,2025-06-02 14:00:00,,N/A
BED-3910,Oppgave,2024-12-02 14:00:00,,N/A
BED-8004,Assignment,2025-05-30 14:00:00,,N/A
BIO-1007,Mappevurdering,2024-11-28 14:00:00,,N/A
BIO-1008,Skriftlig_skoleeksamen,2024-12-11 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-1103,Skriftlig_skoleeksamen,2024-12-16 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-1104,Skriftlig_skoleeksamen,2025-06-17 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
BIO-1105,Skriftlig_skoleeksamen,2024-11-20 09:00:00,,"(TROMSO): Teorifagbygget hus 3 – Rom 3.203, bibliotek (Tromsø)"
BIO-1601,Skriftlig_skoleeksamen,2025-06-13 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-2002,Oppgave,2025-05-28 14:00:00,,N/A
BIO-2002,Skriftlig_skoleeksamen,2025-06-02 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
BIO-2004,Skriftlig_skoleeksamen,2024-12-02 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-2005,Muntlig_eksamen,2024-12-04 00:00:00,2024-12-06 00:00:00,N/A
BIO-2016,Skriftlig_skoleeksamen,2024-12-10 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
BIO-2017,Skriftlig_skoleeksamen,2025-05-26 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
BIO-2017,Skriftlig_skoleeksamen,2024-11-27 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-2018,Oppgave,2025-05-02 14:00:00,,N/A
BIO-2027,Skriftlig_skoleeksamen,2024-11-27 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-2037,Oppgave,2024-12-04 14:00:00,,N/A
BIO-2103,Muntlig_eksamen,2024-12-04 00:00:00,2024-12-06 00:00:00,N/A
BIO-2200,Oppgave,2024-12-16 14:00:00,,N/A
BIO-2200,Oppgave,2025-06-02 14:00:00,,N/A
BIO-2201,Assignment,2024-12-16 14:00:00,,N/A
BIO-2201,Assignment,2025-06-02 14:00:00,,N/A
BIO-2203,Assignment,2024-12-16 14:00:00,,N/A
BIO-2203,Assignment,2025-06-02 14:00:00,,N/A
BIO-2504,School_exam,2024-12-12 09:00:00,,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
BIO-2506,School_exam,2024-12-10 09:00:00,,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
BIO-2508,School_exam,2024-11-27 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-2513,Skriftlig_skoleeksamen,2025-05-19 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
BIO-2516,Assignment,2025-05-21 14:00:00,,N/A
BIO-2516,Assignment,2025-05-23 14:00:00,,N/A
BIO-2601,Hjemmeeksamen,2025-06-16 09:00:00,2025-06-16 13:00:00,N/A
BIO-2602,Skriftlig_skoleeksamen,2025-05-20 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
BIO-2604,Skriftlig_skoleeksamen,2024-11-28 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
BIO-2606,Hjemmeeksamen,2024-11-21 09:00:00,2024-11-28 14:00:00,N/A
BIO-2610,Assignment,2024-12-02 14:00:00,,N/A
BIO-2610,Assignment,2025-06-02 14:00:00,,N/A
BIO-2620,Assignment,2024-12-02 14:00:00,,N/A
BIO-2620,Assignment,2025-06-02 14:00:00,,N/A
BIO-3004,Assignment,2025-05-02 14:00:00,,N/A
BIO-3009,Oral_exam,2024-12-04 00:00:00,2024-12-06 00:00:00,N/A
BIO-3011,School_exam,2025-05-13 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
BIO-3012,Assignment,2025-04-11 14:00:00,,N/A
BIO-3013,Oral_exam,2024-12-09 08:00:00,,N/A
BIO-3014,School_exam,2024-11-28 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-3015,Oral_exam,2024-12-02 00:00:00,2024-12-05 00:00:00,N/A
BIO-3018,Oral_exam,2024-11-28 00:00:00,2024-11-29 00:00:00,N/A
BIO-3020,Assignment,2024-12-06 14:00:00,,N/A
BIO-3020,School_exam,2024-12-10 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
BIO-3021,Off_campus_exam,2024-11-29 09:00:00,2024-12-13 14:00:00,N/A
BIO-3027,Off_campus_exam,2025-03-25 09:00:00,2025-04-25 14:00:00,N/A
BIO-3029,Assignment,2025-02-24 14:00:00,,N/A
BIO-3029,School_exam,2025-03-04 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
BIO-3030,Assignment,2025-04-14 14:00:00,,N/A
BIO-3030,Assignment,2025-06-06 14:00:00,,N/A
BIO-3032,Oral_exam,2024-12-16 08:00:00,,N/A
BIO-3032,Assignment,2024-11-22 14:00:00,,N/A
BIO-3032,School_exam,2024-12-10 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-3503,School_exam,2025-05-26 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-3505,Oral_exam,2024-11-27 00:00:00,2024-11-28 00:00:00,N/A
BIO-3512,School_exam,2025-06-03 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
BIO-3516,Assignment,2024-11-27 14:00:00,,N/A
BIO-3516,Oral_exam,2024-12-11 00:00:00,2024-12-13 00:00:00,N/A
BIO-3519,Oral_exam,2024-12-10 00:00:00,2024-12-13 00:00:00,N/A
BIO-3529,Oral_exam,2024-11-19 00:00:00,2024-11-21 00:00:00,N/A
BIO-3602,Skriftlig_skoleeksamen,2024-12-03 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-3607,Skriftlig_skoleeksamen,2024-12-10 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
BIO-3609,School_exam,2024-12-02 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
BIO-3610,Off_campus_exam,2024-12-09 09:00:00,2024-12-10 14:00:00,N/A
BIO-3612,Assignment,2024-11-29 14:00:00,,N/A
BIO-3612,School_exam,2024-12-12 09:00:00,,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
BIO-3613,Skriftlig_skoleeksamen,2025-05-22 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-3615,Off_campus_exam,2024-12-03 09:00:00,2024-12-04 14:00:00,N/A
BIO-3615,Portfolio,2024-11-22 14:00:00,,N/A
BIO-3901,Assignment,2025-05-15 14:00:00,,N/A
BIO-3907,Oppgave,2025-06-02 14:00:00,,N/A
BIO-3930,Assignment,2025-05-15 14:00:00,,N/A
BIO-3950,Assignment,2025-05-15 14:00:00,,N/A
BIO-3955,Oppgave,2025-05-15 14:00:00,,N/A
BIO-3960,Assignment,2025-05-15 14:00:00,,N/A
BIO-6002,Mappevurdering,2025-06-20 14:00:00,,N/A
BIO-8014,School_exam,2025-05-26 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-8015,Oral_exam,2024-12-04 00:00:00,2024-12-06 00:00:00,N/A
BIO-8016,Oral_exam,2024-12-09 08:00:00,,N/A
BIO-8017,School_exam,2024-11-28 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-8018,Oral_exam,2024-11-28 00:00:00,2024-11-29 00:00:00,N/A
BIO-8020,Oral_exam,2024-12-02 00:00:00,2024-12-05 00:00:00,N/A
BIO-8025,Assignment,2025-03-17 14:00:00,,N/A
BIO-8027,Off_campus_exam,2025-03-25 09:00:00,2025-04-25 14:00:00,N/A
BIO-8029,Assignment,2025-02-24 14:00:00,,N/A
BIO-8029,School_exam,2025-03-04 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
BIO-8032,Assignment,2024-12-06 14:00:00,,N/A
BIO-8105,Assignment,2025-04-11 14:00:00,,N/A
BIO-8621,Assignment,2024-11-15 09:00:00,2024-12-16 14:00:00,N/A
FSK-1100,Skriftlig_skoleeksamen,2024-11-27 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
FSK-1120,Skriftlig_skoleeksamen,2025-06-04 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
FSK-1121,Skriftlig_skoleeksamen,2025-06-02 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
FSK-2010,Oppgave,2025-03-17 14:00:00,,N/A
FSK-2010,Oppgave,2025-05-06 14:00:00,,N/A
FSK-2020,Hjemmeeksamen,2024-11-22 09:00:00,2024-12-06 14:00:00,N/A
FSK-2020,Skriftlig_skoleeksamen,2024-12-13 09:00:00,,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
FSK-2030,Skriftlig_skoleeksamen,2025-05-20 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
FSK-2042,Mappe/sammensatt_vurdering,2024-12-09 14:00:00,,N/A
FSK-2043,Skriftlig_skoleeksamen,2024-12-11 09:00:00,,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
FSK-2050,Oppgave,2025-06-02 14:00:00,,N/A
FSK-2051,Assignment,2025-06-02 14:00:00,,N/A
FSK-2052,Skriftlig_skoleeksamen,2025-05-16 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
FSK-2053,Hjemmeeksamen,2025-05-22 09:00:00,2025-05-30 14:00:00,N/A
FSK-2054,Oppgave,2025-06-06 14:00:00,,N/A
FSK-2060,Oppgave,2024-12-02 14:00:00,,N/A
FSK-2060,Oppgave,2025-06-02 14:00:00,,N/A
